time,t,o,h,l,c,hour,minute,month,day,year,Open_Change,High_Change,Low_Change,Close_Change,Length,Sign
2024-03-04 05:30,2024-03-04 05:30:00,0.6006245191654984,0.5877587314133287,0.6044696700957795,0.6371745528639368,5,30,3,4,2024,-2.9858040783403887,-2.2472608488104187,-0.531533269084068,0.9333906525854007,1.000391591267207,1
2024-03-04 05:45,2024-03-04 05:45:00,0.6361497035796722,0.602504569480808,0.6262415750266053,0.6383744623047344,5,45,3,4,2024,0.9378615311646462,0.39981917587007765,0.6129335563373145,0.023350148063102483,0.018497181746456547,1
2024-03-04 06:00,2024-03-04 06:00:00,0.639294926913155,0.5932421083831446,0.6422933664419994,0.6388272583201294,6,0,3,4,2024,0.07550621293863012,-0.26629567406366145,0.4487146339809581,0.0035214733452534086,-0.058526835875767826,0
2024-03-04 06:15,2024-03-04 06:15:00,0.6393854369371421,0.599886380477204,0.6385464703795672,0.6236359520036237,6,15,3,4,2024,-0.0057003698473922755,0.17494176537188766,-0.11736282624016556,-0.41163309892325867,-0.4954277761702056,0
2024-03-04 06:30,2024-03-04 06:30:00,0.6244739104855856,0.5887467272637461,0.6336466832209992,0.6320353180892034,6,30,3,4,2024,-0.4044529445368709,-0.3183931406941635,-0.15033046477977377,0.21456092341537736,0.17125069568644247,1
2024-03-04 06:45,2024-03-04 06:45:00,0.6274154862651032,0.6010472756014438,0.6488338063142945,0.6477926194249497,6,45,3,4,2024,0.07013512340714392,0.3319432165325968,0.42383530029384114,0.40979608710781223,0.5376002248813466,1
2024-03-04 07:00,2024-03-04 07:00:00,0.645766393628095,0.6110260336906583,0.6571035828307904,0.6567353407290022,7,0,3,4,2024,0.479931829542843,0.2673661413519831,0.22592689185623022,0.22872279402007525,0.26833979352953574,1
2024-03-04 07:15,2024-03-04 07:15:00,0.6567859890482871,0.610186237217805,0.6372162114224903,0.6510074711342541,7,15,3,4,2024,0.284706333005816,-0.032689247220637804,-0.5781583219224077,-0.16037085416759075,-0.21063308916352239,0
2024-03-04 07:30,2024-03-04 07:30:00,0.6502692673213553,0.6094699402262502,0.6602075203973033,0.639936608557846,7,30,3,4,2024,-0.1811793005453659,-0.02926601728469872,0.646811545059531,-0.30212019696278203,-0.3407324802733371,0
2024-03-04 07:45,2024-03-04 07:45:00,0.6390912793591897,0.6231042829620136,0.6599636395885079,0.6553995924835881,7,45,3,4,2024,-0.3050649765624817,0.36862196236182454,-0.017262010028318536,0.40183183346773615,0.42109330746952167,1
2024-03-04 08:00,2024-03-04 08:00:00,0.6533692356428461,0.6301190534999759,0.6739535296204321,0.670002263980079,8,0,3,4,2024,0.37140567384588014,0.18497318001748866,0.3891100231916971,0.37872312342222225,0.430154956601609,1
2024-03-04 08:15,2024-03-04 08:15:00,0.6680092320224478,0.6263399693721284,0.6726010996807391,0.6671270092823209,8,15,3,4,2024,0.3807695512114862,-0.11409367066379986,-0.048885285549554555,-0.08468585666302159,-0.07082478826929475,0
2024-03-04 08:30,2024-03-04 08:30:00,0.6647734986649778,0.6690954897989441,0.6780108194395176,0.7117274167987349,8,30,3,4,2024,-0.09399679394916899,1.1751873177232324,0.1440544390135374,1.173524441426926,1.2968369700150915,1
2024-03-04 08:45,2024-03-04 08:45:00,0.7109109833914099,0.6769747567060216,0.7100035473572194,0.697034186099163,8,45,3,4,2024,1.2167714725328438,0.20850039400992146,0.9023036130462246,-0.39709341574605167,-0.4429996633348467,0
2024-03-04 09:00,2024-03-04 09:00:00,0.6981716975154985,0.6657610038037852,0.6643756651294785,0.658410685985966,9,0,3,4,2024,-0.3455879865841572,-0.3194267716041016,-1.3098698963599984,-1.030686728407011,-1.1828185888998597,0
2024-03-04 09:15,2024-03-04 09:15:00,0.6598633298637837,0.6424196018376735,0.6765918765519701,0.6830201494226871,9,15,3,4,2024,-1.0235514191868322,-0.6550215732693199,0.3383984404872145,0.6439808620092976,0.6165660244604536,1
2024-03-04 09:30,2024-03-04 09:30:00,0.6810653029823059,0.6851998221607474,0.7016894288754884,0.7115010187910372,9,30,3,4,2024,0.5549018075995675,1.1750583463126971,0.7056648625954155,0.7457587931438346,0.8243366938449125,1
2024-03-04 09:45,2024-03-04 09:45:00,0.7092139204416882,0.6667983994467228,0.6834427101809152,0.6847181344804185,9,45,3,4,2024,0.7386280193521251,-0.5179620083124001,-0.5302067566224496,-0.7168414717419389,-0.7465649092578418,0
2024-03-04 10:00,2024-03-04 10:00:00,0.6809521654523245,0.6520278614829815,0.7015785739623986,0.6985057731491969,10,0,3,4,2024,-0.7568594718889095,-0.4179363607357305,0.5068983079604896,0.35661179915971986,0.4560453826930315,1
2024-03-05 03:45,2024-03-05 03:45:00,0.6116214870796929,0.5979844884651476,0.6054008513657326,0.6321937966945911,3,45,3,5,2024,-1.8473388336966179,-1.5051031867486446,-2.7507249816171924,-1.7633571013965386,0.5434255707519944,1
2024-03-05 04:00,2024-03-05 04:00:00,0.633547540390099,0.6189547003902597,0.6463949982263202,0.65877292279828,4,0,3,5,2024,0.5754425361326031,0.5723031907727258,1.1631287126474665,0.6970653726832249,0.6761140044709231,1
2024-03-05 04:15,2024-03-05 04:15:00,0.655994026338417,0.614311119893297,0.6572366087264995,0.6442381707040992,4,15,3,5,2024,0.5886817952184115,-0.13810307701630814,0.29942736132777775,-0.3938511411312862,-0.38150990136749463,0
2024-03-05 04:30,2024-03-05 04:30:00,0.642530660270625,0.6042582621153004,0.6424042213550892,0.6416119538148064,4,30,3,5,2024,-0.365683707266054,-0.2880762471904673,-0.4338168961105975,-0.0781702854472041,-0.07147204892162035,0
2024-03-05 04:45,2024-03-05 04:45:00,0.6413087749468267,0.5918836140888207,0.6230489535296219,0.6377631876839484,4,45,3,5,2024,-0.04057894280172101,-0.3525847314103289,-0.5633522226326748,-0.11061792671690718,-0.14655428458705633,0
2024-03-05 05:00,2024-03-05 05:00:00,0.6367153912295794,0.5927975102504561,0.641473040085136,0.6391668553316757,5,0,3,5,2024,-0.13018682411065033,0.015951479890948073,0.5166326290030316,0.02875676153493885,0.02496978826933571,1
2024-03-05 05:15,2024-03-05 05:15:00,0.6381861791193382,0.6210047917798766,0.6540883291947512,0.6699796241793079,5,15,3,5,2024,0.030992135832029817,0.7732316680840338,0.3501829996343863,0.8091840073983274,0.863819593634419,1
2024-03-05 05:30,2024-03-05 05:30:00,0.6684165271303784,0.6323914439559352,0.6659498048953543,0.6541544034412516,5,30,3,5,2024,0.7954583637915164,0.30614651805117504,0.32843893903930504,-0.42784590843933723,-0.4533558337713968,0
2024-03-05 05:45,2024-03-05 05:45:00,0.6540254333167406,0.6042582621153004,0.637194040439871,0.6427439438532941,5,45,3,5,2024,-0.3901021184055215,-0.7886691228323579,-0.8310381510344624,-0.31108269771649716,-0.3679174276695049,0
2024-03-05 06:00,2024-03-05 06:00:00,0.6429153278725612,0.6109025342093561,0.6600301525363591,0.6527507357935276,6,0,3,5,2024,-0.3032098550932748,0.17485496180321025,0.6423765785595529,0.2570112171486501,0.23597676091523412,1
2024-03-05 06:15,2024-03-05 06:15:00,0.6528261754989365,0.6300202539149355,0.6704948563320339,0.6736925515055494,6,15,3,5,2024,0.255279760221213,0.5206226746688292,0.28846551525783104,0.5468863369459318,0.5511926985794305,1
2024-03-05 06:30,2024-03-05 06:30:00,0.6734172059555595,0.6375537222743685,0.684728627172757,0.6653611048222795,6,30,3,5,2024,0.5388580681544001,0.19928467883814213,0.39586895037626346,-0.2292308798800355,-0.27600641504454543,0
2024-03-05 06:45,2024-03-05 06:45:00,0.6630085531972666,0.6285876599318295,0.6761927988648463,0.6561014263074485,6,45,3,5,2024,-0.2843281303976413,-0.2577032125816238,-0.25370874543578537,-0.2539190231539061,-0.2429961217779182,0
2024-03-05 07:00,2024-03-05 07:00:00,0.6563108114223637,0.6366892259052531,0.6726897836112097,0.6834955852388499,7,0,3,5,2024,-0.185935265668513,0.2150357700616192,-0.11023262558297212,0.7178902663482913,0.7317784205677216,1
2024-03-05 07:15,2024-03-05 07:15:00,0.6833506810879292,0.7793558267055274,0.6998270663355787,0.8116594973964242,7,15,3,5,2024,0.7100432734199896,3.9415993306594226,0.7639966298955398,3.3855713046626197,3.6224444936855935,1
2024-03-05 07:30,2024-03-05 07:30:00,0.810947187401005,0.7872103937163467,0.7924574317133727,0.7984378537468897,7,30,3,5,2024,3.376448099410858,0.20680115238791016,2.629270104332851,-0.35655597743961287,-0.4054585455021287,0
2024-03-05 07:45,2024-03-05 07:45:00,0.7967597411413324,0.7734031517067645,0.7969803121674363,0.7940230925967878,7,45,3,5,2024,-0.3822103123957485,-0.38934285633509147,0.11801809072191449,-0.12478505305988896,-0.12584194371376767,0
2024-03-05 08:00,2024-03-05 08:00:00,0.7939313028917964,0.7787877290915367,0.805693508336288,0.7879782657912611,8,0,3,5,2024,-0.08273734488357436,0.13884878568646475,0.23684747242238352,-0.16775555273380424,-0.21775295633872713,0
2024-03-05 08:15,2024-03-05 08:15:00,0.7864189709010257,0.7598429086597832,0.7431935083362893,0.7588861218021281,8,15,3,5,2024,-0.20635263110815427,-0.5309008350552734,-1.7823592418901484,-0.7751890854811984,-0.834592357969036,0
2024-03-05 08:30,2024-03-05 08:30:00,0.7565959179979194,0.733339919972335,0.759023589925504,0.7621462531129746,8,30,3,5,2024,-0.7953950270629887,-0.7395415226096742,0.43986180472489317,0.07753866092124201,0.11170271567587882,1
2024-03-05 08:45,2024-03-05 08:45:00,0.7618907544010497,0.7730079533665962,0.771594537069884,0.7614217794883431,8,45,3,5,2024,0.13186407724985982,1.0846457592915582,0.34691316998916755,-0.027610484748948803,-0.060468617832650416,0
2024-03-05 09:00,2024-03-05 09:00:00,0.7627053446169174,0.7703897643629886,0.7727030862007815,0.7878650667874123,9,0,3,5,2024,0.013422457327652343,-0.08149504860869554,0.021182121181709,0.689250229284053,0.6722304405571579,1
2024-03-05 09:15,2024-03-05 09:15:00,0.7860569308050871,0.7630785950699017,0.7697543455125936,0.7565089427213041,9,15,3,5,2024,0.6090232860619501,-0.2107328527219388,-0.0940355859383154,-0.8348583437672621,-0.8921985560227171,0
2024-03-05 09:30,2024-03-05 09:30:00,0.752047789292664,0.7313392283752419,0.7507316424263921,0.7561240661082189,9,30,3,5,2024,-0.9059172671821126,-0.8836792232576272,-0.5505681379351726,-0.018652676034370066,0.06963077327716427,1
2024-03-05 09:45,2024-03-05 09:45:00,0.7553514051681235,0.7285975398903322,0.7645441645973754,0.7555807108897461,9,45,3,5,2024,0.07924415789729643,-0.08502917899613503,0.38234783826980795,-0.022835576947456988,-0.04040353761178152,0
2024-03-05 10:00,2024-03-05 10:00:00,0.7538806172783648,0.7137282023415505,0.7730356509400508,0.7550599954720412,10,0,3,5,2024,-0.046988986346099375,-0.4195883941249457,0.23092919623304675,-0.022238392193910005,-0.01321859021570787,1
2024-03-06 03:45,2024-03-06 03:45:00,0.6957731818798938,0.7203724744356064,0.7134843916282368,0.7417704324201967,3,45,3,6,2024,-1.5443830993935599,0.1739967972820023,-1.701367307592266,-0.3592630511538105,1.2690047619666922,1
2024-03-06 04:00,2024-03-06 04:00:00,0.7417296465583548,0.8717087388232986,0.7291371053565106,0.8961738736699136,4,0,3,6,2024,1.2102044104334615,4.166779671093303,0.4354465500714787,4.069385673273515,4.36873602577358,1
2024-03-06 04:15,2024-03-06 04:15:00,0.8984477530886541,0.9063132934841668,0.8446922667612632,0.831107086257641,4,15,3,6,2024,4.13763457615676,0.9394131575303473,3.277944732159628,-1.7147092396587353,-1.9744183666480946,0
2024-03-06 04:30,2024-03-06 04:30:00,0.8302484500158402,0.9534900953415989,0.8437389145086907,0.9523658591804405,4,30,3,6,2024,-1.799172431266605,1.282241723626252,-0.037279890311331026,3.180783737535574,3.443153293001765,1
2024-03-06 04:45,2024-03-06 04:45:00,0.9497216816762464,0.9940720248974955,0.9263923377084073,0.9310165270545626,4,45,3,6,2024,3.139430963353077,1.099473932768994,2.3289579491252796,-0.5668809804240337,-0.5847497461859569,0
2024-03-06 05:00,2024-03-06 05:00:00,0.9296737113635329,0.931309588499727,0.9243304363249374,0.9536789676250869,5,0,3,6,2024,-0.533368248761377,-1.7214317434401416,-0.06842829825394929,0.5848179396209958,0.6366311046814167,1
2024-03-06 05:15,2024-03-06 05:15:00,0.9538625152735647,0.9360272686854716,0.9175017736786083,0.9296807788091485,5,15,3,6,2024,0.62623221494805,0.11962227817620494,-0.20283115515285427,-0.6361232231541482,-0.7413868240395196,0
2024-03-06 05:30,2024-03-06 05:30:00,0.9280219034258033,0.9684582324754244,0.9425549840368913,0.9494453248811436,5,30,3,6,2024,-0.6850079882117501,0.8774051802290166,0.6962945077990014,0.508981597370424,0.5628433903206319,1
2024-03-06 05:45,2024-03-06 05:45:00,0.9517355297099148,0.9532430963789945,0.9457254345512588,0.973918949513245,5,45,3,6,2024,0.6138182611072873,-0.4248903002244795,0.07901384754399106,0.6316923737458,0.5842029918460578,1
2024-03-06 06:00,2024-03-06 06:00:00,0.9737520930443047,0.9539840932668077,0.9390076268180194,0.9440117726964029,6,0,3,6,2024,0.568680193652809,0.010841132272071095,-0.19951512463584578,-0.7899344958550997,-0.9006129445023846,0
2024-03-06 06:15,2024-03-06 06:15:00,0.9406480517717332,0.9386207577928174,0.939074139765874,0.9420421100294317,6,15,3,6,2024,-0.8744825857577664,-0.42919295072666896,-0.00842531328389881,-0.0600306347034612,-0.009982286954268288,1
2024-03-06 06:30,2024-03-06 06:30:00,0.94175679956555,0.9383490589339512,0.9242417523944669,0.9609463436721757,6,30,3,6,2024,0.020955494324269935,-0.016835121181431403,-0.42820349662268237,0.48617531123335117,0.4987645857440717,1
2024-03-06 06:45,2024-03-06 06:45:00,0.9611485722043723,0.9600108679543561,0.9462575381340883,0.9776545166402543,6,45,3,6,2024,0.5001497530308555,0.5828690325981161,0.6104308705325796,0.4283306417356156,0.4217405681217531,1
2024-03-06 07:00,2024-03-06 07:00:00,0.9762863737158884,0.96942152842958,0.974968960624333,0.9654063844238197,7,0,3,6,2024,0.38829980373322304,0.24766442698209412,0.7983750140972533,-0.3284693212981192,-0.36144482114653154,0
2024-03-06 07:15,2024-03-06 07:15:00,0.9639996379599028,0.9530454972089103,0.9668543809861654,0.9658365406384437,7,15,3,6,2024,-0.32962876117619494,-0.4565730497209848,-0.23854322576999293,0.002749053952535846,0.002315665439258637,1
2024-03-06 07:30,2024-03-06 07:30:00,0.9647689731637786,0.9768561972039725,0.9646372827243704,0.994702286619879,7,30,3,6,2024,0.012037422043912088,0.6412208860850386,-0.07268481624629056,0.7460136801527106,0.8055661349285064,1
2024-03-06 07:45,2024-03-06 07:45:00,0.9934606507670705,0.9775971940917856,0.9750354735721874,0.9696626669685307,7,45,3,6,2024,0.7431031804473135,0.010821016695020187,0.28231907714088617,-0.6621267019290291,-0.7310306536029695,0
2024-03-06 08:00,2024-03-06 08:00:00,0.9701090645789009,0.9822160746924863,0.9661670805250077,0.9746434231378764,8,0,3,6,2024,-0.6186947401400672,0.1166740963465267,-0.2597454317844953,0.12167198564602881,0.07933968306148301,1
2024-03-06 08:15,2024-03-06 08:15:00,0.9738426030682885,0.9894037445042745,0.9856110322809488,0.9883857822051192,8,15,3,6,2024,0.08962187100502028,0.1867556322520275,0.5368390571525441,0.3505650476030134,0.3654288913728174,1
2024-03-06 08:30,2024-03-06 08:30:00,0.9889577770738103,0.9944425233414019,1.0,1.0,8,30,3,6,2024,0.38747628334275336,0.1280676762259366,0.3942261234968692,0.2947695591918141,0.26510349026809615,1
2024-03-06 08:45,2024-03-06 08:45:00,1.0,0.9897495430519192,0.9917523944661234,0.9901064070636185,8,45,3,6,2024,0.2806815489234932,-0.13741892917310297,-0.24201262561366266,-0.2666934527426939,-0.3336126130982265,0
2024-03-06 09:00,2024-03-06 09:00:00,0.9898855048196594,1.0,0.9986032280950685,0.9969209870953155,9,0,3,6,2024,-0.27249678337717054,0.27025497235200513,0.1822466688797987,0.16942986943666832,0.1505383548131538,1
2024-03-06 09:15,2024-03-06 09:15:00,0.996900031678509,0.9811292792570285,0.961466832210003,0.9535657686212381,9,15,3,6,2024,0.17533724221707175,-0.5240311626796919,-1.0537003917821341,-1.1401201164005033,-1.28961659652746,0
2024-03-06 09:30,2024-03-06 09:30:00,0.9519165497578858,0.9426468408832691,0.904265697055693,0.908535204890197,9,30,3,6,2024,-1.1841317447337174,-1.059696735461039,-1.6202522770494048,-1.1861923566888974,-1.2902638571797858,0
2024-03-06 09:45,2024-03-06 09:45:00,0.9061411051273924,0.9313589882922507,0.8977030862007787,0.9266017659044608,9,45,3,6,2024,-1.207313739155674,-0.3179821231028603,-0.19550479682093172,0.4649858376058668,0.5356584429244641,1
2024-03-06 10:00,2024-03-06 10:00:00,0.930872969181337,0.9064614928617308,0.9439074139765875,0.9291147837899046,10,0,3,6,2024,0.641177526977892,-0.6903523777083586,1.2940504927649625,0.05731047555163327,-0.09995151762225099,0
2024-03-07 03:45,2024-03-07 03:45:00,0.9601303344345393,0.954305191918194,0.918189074139766,0.9084446456871192,3,45,3,7,2024,0.7591101190825761,1.3004924324906422,-0.7347517537777231,-0.5496956098504939,-1.5278085165694322,0
2024-03-07 04:00,2024-03-07 04:00:00,0.9072498529212092,0.9039668033394254,0.9039109613338046,0.912474530224136,4,0,3,7,2024,-1.3929253389877898,-1.384829821892201,-0.41298225647966896,0.09711909730250315,0.10005202393477168,1
2024-03-07 04:15,2024-03-07 04:15:00,0.910281938724714,0.8924566516820646,0.8877704859879398,0.885352048901971,4,15,3,7,2024,0.07149090985541111,-0.3245727458936394,-0.4658122805159542,-0.7191801249699334,-0.7620991649128083,0
2024-03-07 04:30,2024-03-07 04:30:00,0.8860026247906951,0.9027565084226655,0.8945991486342657,0.919787185872767,4,30,3,7,2024,-0.6453873253771704,0.272757129606405,0.18256432533062325,0.8949317022394602,0.9168949671221034,1
2024-03-07 04:45,2024-03-07 04:45:00,0.9197628637371578,0.9137973620510795,0.9286094359702023,0.9303826126330088,4,45,3,7,2024,0.8790226082442061,0.2929251848281745,0.9499527389509854,0.26904164083395166,0.2541000591792204,1
2024-03-07 05:00,2024-03-07 05:00:00,0.9293116712675911,0.9104381761596588,0.87890209294076,0.8690740321485197,5,0,3,7,2024,0.2424205804272413,-0.10134815989213844,-1.411498837023123,-1.6136275499567025,-1.7718257824818635,0
2024-03-07 05:15,2024-03-07 05:15:00,0.8641444539982785,0.8342142962999565,0.8475301525363613,0.8535657686212388,5,15,3,7,2024,-1.717109769274629,-2.0959679674596217,-0.8967155975814788,-0.41566923720999993,-0.3510886507098872,0
2024-03-07 05:30,2024-03-07 05:30:00,0.8524912884101897,0.8876401719112795,0.8546692089393405,0.8896762508489952,5,30,3,7,2024,-0.31462939789616173,1.457798316170634,0.1917140736316395,0.9402767755896891,1.0146313256176165,1
2024-03-07 05:45,2024-03-07 05:45:00,0.8880617278363587,0.8733142320802268,0.8982795317488467,0.8862802807335322,5,45,3,7,2024,0.9280378913227479,-0.4019439860901367,1.2233231037702932,-0.09757237142187179,-0.09995151762225099,0
2024-03-07 06:00,2024-03-07 06:00:00,0.8856179571887589,0.8762041199426971,0.8857529265697052,0.8850577314919635,6,0,3,7,2024,-0.07231577714972212,0.06982579741431579,-0.36391623511091287,-0.040567765536968885,-0.06499944239874118,0
2024-03-07 06:15,2024-03-07 06:15:00,0.8849391320088702,0.8637306723311772,0.8870166725789276,0.8846728548788784,6,15,3,7,2024,-0.025944152889774016,-0.3513499671863025,0.02539636582983527,-0.018592431026835436,-0.05658505391897943,0
2024-03-07 06:30,2024-03-07 06:30:00,0.8855953296827612,0.8615570814602581,0.877594004966299,0.8705229793977827,6,30,3,7,2024,0.009137838332201489,-0.06902405707475123,-0.2764355818513629,-0.3797369502258303,-0.4798935205152391,0
2024-03-07 06:45,2024-03-07 06:45:00,0.8703670181472581,0.84352615719014,0.8604780063852426,0.8516866651573486,6,45,3,7,2024,-0.408272925551363,-0.5040071383006298,-0.49394284701278934,-0.5030151884947672,-0.5828079642289801,0
2024-03-07 07:00,2024-03-07 07:00:00,0.849957007738606,0.8518994220224263,0.8632272082298671,0.8685533167308147,7,0,3,7,2024,-0.5448139329782768,0.2204532237790257,0.06744710690786704,0.43470029569084934,0.48323033008919936,1
2024-03-07 07:15,2024-03-07 07:15:00,0.8671539122957858,0.8371288840586886,0.8667302234835037,0.8566674213266943,7,15,3,7,2024,0.4445356155758723,-0.4147379920900935,0.08875182425064235,-0.3205703079913895,-0.34849960810077324,0
2024-03-07 07:30,2024-03-07 07:30:00,0.8547314115038244,0.8523440201551148,0.867062788222773,0.8789449852841301,7,30,3,7,2024,-0.3348204552731298,0.4083867402170041,-0.0008972928120017213,0.5767449754287806,0.6437509718565273,1
2024-03-07 07:45,2024-03-07 07:45:00,0.8744173417205958,0.858864792767872,0.8754212486697394,0.8690740321485197,7,45,3,7,2024,0.5099351961286487,0.16953255615657942,0.22600146898680062,-0.2675417904119593,-0.20157144003143504,0
2024-03-07 08:00,2024-03-07 08:00:00,0.8682626600896058,0.8632119745097065,0.8827155019510466,0.8788770658818202,8,0,3,7,2024,-0.16992122214131822,0.10985333365927627,0.19583412329310876,0.24888695752394535,0.2547473198314518,1
2024-03-07 08:15,2024-03-07 08:15:00,0.8790333529438374,0.8720545373709432,0.8919608017027311,0.8920307901290482,8,15,3,7,2024,0.2751508032452823,0.23313419678234373,0.25088026030655525,0.3367041638994022,0.32270968832177727,1
2024-03-07 08:30,2024-03-07 08:30:00,0.8943974295153196,0.8685471521019621,0.8840457609081237,0.8780620330541111,8,30,3,7,2024,0.395750607321708,-0.10557375629273584,-0.23380168684268918,-0.37486067693838154,-0.5161401170434001,0
2024-03-07 08:45,2024-03-07 08:45:00,0.8735801239987337,0.8909746579064384,0.8889677190493078,0.9138329182703212,8,45,3,7,2024,-0.5549173229596595,0.605613773762302,0.1287371989028716,0.9302916087290108,1.102011513676391,1
2024-03-07 09:00,2024-03-07 09:00:00,0.9148074399239717,0.9086597836289082,0.9033566867683558,0.8937514149875507,9,0,3,7,2024,1.0758589589373517,0.4751061685624793,0.39606900723455896,-0.5346537616645826,-0.6514175933715369,0
2024-03-07 09:15,2024-03-07 09:15:00,0.8899624383400457,0.8747468260633293,0.892559418233415,0.8928458229567606,9,15,3,7,2024,-0.6600994001105668,-0.9378134218196477,-0.3150254272344909,-0.03224437266436157,0.03338417674909746,1
2024-03-07 09:30,2024-03-07 09:30:00,0.8914332262298045,0.8828977918292731,0.8723173111032264,0.880031695721079,9,30,3,7,2024,0.030535180001444423,0.21405556902835376,-0.5818732663220423,-0.3445649667034314,-0.37503729484461545,0
2024-03-07 09:45,2024-03-07 09:45:00,0.8793501380277875,0.8510349256533111,0.8524964526427807,0.8487887706588195,9,45,3,7,2024,-0.3255377798487986,-0.8826389791013465,-0.5705129796140852,-0.8283730017801337,-0.9226198066802304,0
2024-03-07 10:00,2024-03-07 10:00:00,0.8495270851246779,0.8395988736847322,0.866752394466123,0.8704324201947049,10,0,3,7,2024,-0.7920168637394558,-0.32324485225455296,0.39300550429695624,0.5602988374144164,0.549250916622548,1
2024-03-11 03:45,2024-03-11 03:45:00,0.8498891252206165,0.8258904312601903,0.8132316424263908,0.8162553769526848,3,45,3,11,2024,0.0014233622582224094,-0.38578789378593725,-1.5233987482321973,-1.4308411931553693,-1.0099999947390048,0
2024-03-11 04:00,2024-03-11 04:00:00,0.8155405711182524,0.8000049399792531,0.8117018446257536,0.8127914874349119,4,0,3,11,2024,-0.9122012872728997,-0.7205356661122844,-0.05365815474244965,-0.09966268161059909,-0.12648920436609326,0
2024-03-11 04:15,2024-03-11 04:15:00,0.8123953477847662,0.7870127945462625,0.8066025186236251,0.7891102558297487,4,15,3,11,2024,-0.09102386298493972,-0.36671980187605996,-0.15483920902040765,-0.6318730574239001,-0.7135546159912146,0
2024-03-11 04:30,2024-03-11 04:30:00,0.78920215413857,0.7557427258805531,0.7807511528910946,0.7635952003622375,4,30,3,11,2024,-0.619638934821057,-0.8698778816749166,-0.7432305017083547,-0.6808832323680081,-0.7795752025245632,0
2024-03-11 04:45,2024-03-11 04:45:00,0.7605783590532643,0.7629303956923377,0.7774920184462567,0.7905592030790148,4,45,3,11,2024,-0.7636387073113893,0.18864231052460442,-0.10281463712028434,0.7029183253508852,0.8100969594945971,1
2024-03-11 05:00,2024-03-11 05:00:00,0.7907181970403206,0.762436397767129,0.7878902092940769,0.7703418609916246,5,0,3,11,2024,0.7885000284909117,-0.02301388166281144,0.28491414624682776,-0.5412388641040441,-0.6300579918460169,0
2024-03-11 05:15,2024-03-11 05:15:00,0.768701633705934,0.7429975794101669,0.7732795317488462,0.7818881593841988,5,15,3,11,2024,-0.5891982456048382,-0.5448705949952127,-0.4249045847681013,0.296045200326023,0.3298295554968878,1
